File:	06_07_21_blt.pgc

Блок 1
Title:	
ADC:	E-140
Started:	01.01.2001 3:28:50
Channels:	3
Rate:	200
Step:	0.005
Duration:	505.835
Size:	101168
Время, s	Nx	Ny	Nz
3.205	-0.5025	0.0824	-0.0075
3.21	-0.5051	0.0837	-0.0075
3.215	-0.5051	0.0824	-0.01
3.22	-0.5038	0.0837	-0.0087
3.225	-0.5025	0.0812	-0.0075
3.23	-0.5025	0.0824	-0.0075
3.235	-0.5038	0.0824	-0.0087
3.24	-0.5025	0.0824	-0.0075
3.245	-0.5051	0.0812	-0.0075
3.25	-0.5025	0.0837	-0.0075
3.255	-0.5051	0.0812	-0.0075
3.26	-0.5038	0.0824	-0.0087
3.265	-0.5051	0.0824	-0.0087
3.27	-0.5025	0.0824	-0.0087
3.275	-0.5051	0.0824	-0.0087
3.28	-0.5038	0.0824	-0.0087
3.285	-0.5051	0.0824	-0.0075
3.29	-0.5038	0.0824	-0.0087
3.295	-0.5051	0.0824	-0.0087
3.3	-0.5025	0.0824	-0.0075
3.305	-0.5051	0.0824	-0.01
3.31	-0.5038	0.0824	-0.0075
3.315	-0.5038	0.0812	-0.0087
3.32	-0.5038	0.0837	-0.0075
3.325	-0.5038	0.0812	-0.0075
3.33	-0.5038	0.0824	-0.01
3.335	-0.5038	0.0812	-0.01
3.34	-0.5038	0.0837	-0.0075
3.345	-0.5051	0.0824	-0.0087
3.35	-0.5038	0.0824	-0.01
3.355	-0.5038	0.0837	-0.0075
3.36	-0.5051	0.0812	-0.0075
3.365	-0.5051	0.0837	-0.0087
3.37	-0.5051	0.0824	-0.0087
3.375	-0.4987	0.0824	-0.0075
3.38	-0.5051	0.0812	-0.0075
3.385	-0.5038	0.0812	-0.0075
3.39	-0.5038	0.0837	-0.0087
3.395	-0.5038	0.0824	-0.0075
3.4	-0.5038	0.0837	-0.0075
3.405	-0.5051	0.0812	-0.0075
3.41	-0.5051	0.0837	-0.0087
3.415	-0.5051	0.0824	-0.0087
3.42	-0.5038	0.0824	-0.0075
3.425	-0.5038	0.0824	-0.0075
3.43	-0.5038	0.0824	-0.0087
3.435	-0.5038	0.0824	-0.0087
3.44	-0.5038	0.0824	-0.0075
3.445	-0.5038	0.0824	-0.0075
3.45	-0.5038	0.0837	-0.0087
3.455	-0.5051	0.0824	-0.0087
3.46	-0.5038	0.0837	-0.0087
3.465	-0.5038	0.0812	-0.0087
3.47	-0.5025	0.0824	-0.0087
3.475	-0.5038	0.0824	-0.01
3.48	-0.5038	0.0812	-0.0087
3.485	-0.5051	0.0824	-0.0087
3.49	-0.5038	0.0824	-0.0087
3.495	-0.5038	0.0812	-0.0075
3.5	-0.5051	0.0812	-0.0049
3.505	-0.5051	0.0824	-0.01
3.51	-0.5038	0.0837	-0.0075
3.515	-0.5038	0.0799	-0.01
3.52	-0.5038	0.0824	-0.0087
3.525	-0.5051	0.0824	-0.0075
3.53	-0.5038	0.0824	-0.0075
3.535	-0.5051	0.0824	-0.01
3.54	-0.5038	0.0824	-0.0087
3.545	-0.5051	0.0824	-0.01
3.55	-0.5038	0.0824	-0.01
3.555	-0.5025	0.0824	-0.01
3.56	-0.5038	0.0824	-0.0087
3.565	-0.5051	0.0824	-0.0087
3.57	-0.5025	0.0812	-0.0087
3.575	-0.5051	0.0824	-0.0087
3.58	-0.5038	0.0812	-0.0087
3.585	-0.5051	0.0812	-0.0075
3.59	-0.5038	0.0824	-0.0087
3.595	-0.5051	0.0837	-0.0087
3.6	-0.5038	0.0824	-0.0075
3.605	-0.5051	0.0824	-0.0075
3.61	-0.5038	0.0812	-0.0087
3.615	-0.5051	0.0824	-0.0075
3.62	-0.5051	0.0824	-0.0087
3.625	-0.5051	0.0812	-0.0087
3.63	-0.5038	0.0824	-0.0087
3.635	-0.5051	0.0824	-0.0087
3.64	-0.5051	0.0837	-0.0075
3.645	-0.5051	0.0824	-0.0087
3.65	-0.5051	0.0824	-0.0075
3.655	-0.5038	0.0824	-0.0075
3.66	-0.5038	0.0812	-0.0075
3.665	-0.5051	0.0837	-0.0087
3.67	-0.5038	0.0812	-0.0062
3.675	-0.5038	0.0824	-0.0075
3.68	-0.5038	0.0824	-0.0075
3.685	-0.5038	0.0824	-0.0087
3.69	-0.5038	0.0824	-0.01
3.695	-0.5051	0.0837	-0.0113
3.7	-0.5038	0.0824	-0.0075
3.705	-0.5051	0.0837	-0.0087
3.71	-0.5025	0.0824	-0.0087
3.715	-0.5025	0.0824	-0.0087
3.72	-0.5038	0.0812	-0.0087
3.725	-0.5038	0.0824	-0.0087
3.73	-0.5051	0.0824	-0.0075
3.735	-0.5038	0.0824	-0.01
3.74	-0.5051	0.0837	-0.0087
3.745	-0.5038	0.0824	-0.0087
3.75	-0.5038	0.0837	-0.01
3.755	-0.5038	0.0824	-0.0087
3.76	-0.5038	0.0812	-0.0087
3.765	-0.5051	0.0824	-0.0087
3.77	-0.5025	0.0837	-0.0087
3.775	-0.5038	0.0812	-0.0087
3.78	-0.5038	0.0824	-0.0087
3.785	-0.5038	0.0824	-0.0087
3.79	-0.5051	0.0812	-0.0075
3.795	-0.5051	0.0837	-0.0087
3.8	-0.5038	0.0824	-0.01
3.805	-0.5038	0.0824	-0.01
3.81	-0.5038	0.0812	-0.0087
3.815	-0.5038	0.0837	-0.0087
3.82	-0.5063	0.0824	-0.0087
3.825	-0.5038	0.0824	-0.0075
3.83	-0.5051	0.0824	-0.0087
3.835	-0.5038	0.0824	-0.01
3.84	-0.5051	0.0812	-0.0087
3.845	-0.5051	0.0837	-0.0075
3.85	-0.5051	0.0824	-0.0087
3.855	-0.5051	0.0824	-0.0087
3.86	-0.5051	0.0824	-0.0087
3.865	-0.5038	0.0824	-0.0087
3.87	-0.5038	0.0824	-0.0087
3.875	-0.5038	0.0837	-0.0087
3.88	-0.5051	0.0824	-0.0075
3.885	-0.5038	0.0824	-0.0087
3.89	-0.5051	0.0824	-0.0075
3.895	-0.5051	0.0824	-0.0075
3.9	-0.5051	0.0824	-0.0087
3.905	-0.5038	0.0824	-0.0087
3.91	-0.5038	0.0824	-0.0062
3.915	-0.5025	0.0824	-0.0075
3.92	-0.5038	0.0812	-0.0075
3.925	-0.5038	0.0824	-0.0075
3.93	-0.5051	0.0824	-0.0087
3.935	-0.5025	0.0824	-0.0087
3.94	-0.5051	0.0824	-0.0087
3.945	-0.5038	0.0824	-0.0087
3.95	-0.5051	0.0824	-0.01
3.955	-0.5038	0.0824	-0.0075
3.96	-0.5051	0.0824	-0.0075
3.965	-0.5038	0.0824	-0.0087
3.97	-0.5051	0.0824	-0.0075
3.975	-0.5038	0.0824	-0.0087
3.98	-0.5063	0.0824	-0.0087
3.985	-0.5038	0.0837	-0.0075
3.99	-0.5051	0.0812	-0.0075
3.995	-0.5038	0.0837	-0.0087
4	-0.5038	0.0824	-0.0087
4.005	-0.5038	0.0824	-0.0087
4.01	-0.5051	0.0799	-0.0087
4.015	-0.5051	0.0824	-0.0075
4.02	-0.5051	0.0812	-0.0087
4.025	-0.5038	0.0824	-0.0087
4.03	-0.5051	0.0824	-0.0087
4.035	-0.5051	0.0824	-0.0087
4.04	-0.5051	0.0824	-0.0087
4.045	-0.5051	0.0837	-0.0087
4.05	-0.5051	0.0824	-0.0075
4.055	-0.5038	0.0812	-0.0087
4.06	-0.5051	0.0812	-0.01
4.065	-0.5051	0.0824	-0.0075
4.07	-0.5051	0.0799	-0.0087
4.075	-0.5038	0.0824	-0.0075
4.08	-0.5051	0.0824	-0.01
4.085	-0.5038	0.0824	-0.01
4.09	-0.5051	0.0837	-0.01
4.095	-0.5051	0.0837	-0.0075
4.1	-0.5051	0.0824	-0.0075
4.105	-0.5038	0.0824	-0.01
4.11	-0.5038	0.0824	-0.01
4.115	-0.5025	0.0824	-0.0087
4.12	-0.5038	0.0837	-0.01
4.125	-0.5051	0.0824	-0.0075
4.13	-0.5063	0.0812	-0.01
4.135	-0.5038	0.0824	-0.0075
4.14	-0.5038	0.0824	-0.0087
4.145	-0.5038	0.0812	-0.01
4.15	-0.5038	0.0824	-0.0087
4.155	-0.5038	0.0824	-0.0087
4.16	-0.5038	0.0824	-0.0087
4.165	-0.5038	0.0824	-0.0062
4.17	-0.5063	0.0824	-0.01
4.175	-0.5038	0.0837	-0.0087
4.18	-0.5051	0.0824	-0.0087
4.185	-0.5038	0.0824	-0.0087
4.19	-0.5051	0.0824	-0.0087
4.195	-0.5025	0.0824	-0.0075
4.2	-0.5051	0.0824	-0.01
4.205	-0.5038	0.0824	-0.0087
4.21	-0.5063	0.0824	-0.0075
4.215	-0.5025	0.0837	-0.0075
4.22	-0.5051	0.0824	-0.0087
4.225	-0.5038	0.0862	-0.0087
4.23	-0.5038	0.0837	-0.01
4.235	-0.5038	0.0837	-0.0087
4.24	-0.5051	0.0824	-0.0087
4.245	-0.5038	0.0824	-0.0075
4.25	-0.5038	0.0824	-0.0075
4.255	-0.5025	0.0824	-0.0075
4.26	-0.5051	0.0824	-0.01
4.265	-0.5038	0.0824	-0.0087
4.27	-0.5051	0.0812	-0.0087
4.275	-0.5025	0.0837	-0.0087
4.28	-0.5051	0.0837	-0.0087
4.285	-0.5051	0.0824	-0.0087
4.29	-0.5051	0.0824	-0.0087
4.295	-0.5051	0.0824	-0.0087
4.3	-0.5051	0.0824	-0.01
4.305	-0.4886	0.0824	-0.0062
4.31	-0.5051	0.0824	-0.0087
4.315	-0.5025	0.0812	-0.0087
4.32	-0.5051	0.0824	-0.01
4.325	-0.5038	0.0812	-0.0075
4.33	-0.5051	0.0837	-0.01
4.335	-0.5025	0.0824	-0.01
4.34	-0.5038	0.0824	-0.0087
4.345	-0.5038	0.0824	-0.0075
4.35	-0.5051	0.0812	-0.0087
4.355	-0.5038	0.0824	0.0001
4.36	-0.5038	0.0824	-0.0062
4.365	-0.5038	0.0824	-0.0087
4.37	-0.5038	0.0824	-0.0087
4.375	-0.5051	0.0824	-0.0075
4.38	-0.5038	0.0824	-0.01
4.385	-0.5038	0.0812	-0.0087
4.39	-0.5127	0.0786	-0.0125
4.395	-0.5038	0.0786	-0.01
4.4	-0.5038	0.0812	-0.01
4.405	-0.5038	0.0812	-0.0087
4.41	-0.5063	0.0812	-0.0087
4.415	-0.5051	0.0824	-0.0087
4.42	-0.5051	0.0824	-0.0087
4.425	-0.5063	0.0812	-0.0087
4.43	-0.5051	0.0837	-0.01
4.435	-0.5038	0.0824	-0.0075
4.44	-0.5051	0.0824	-0.0062
4.445	-0.5051	0.0824	-0.0075
4.45	-0.5038	0.0837	-0.01
4.455	-0.5038	0.085	-0.01
4.46	-0.5038	0.0824	-0.0075
4.465	-0.5038	0.085	-0.0087
4.47	-0.5038	0.0837	-0.0075
4.475	-0.5025	0.0824	-0.0075
4.48	-0.5038	0.0824	-0.0087
4.485	-0.5038	0.0824	-0.01
4.49	-0.5025	0.0824	-0.0087
4.495	-0.5038	0.0837	-0.0062
4.5	-0.5038	0.0824	-0.0087
4.505	-0.5025	0.0812	-0.0087
4.51	-0.5038	0.0824	-0.0087
4.515	-0.5051	0.0812	-0.01
4.52	-0.5051	0.0812	-0.0087
4.525	-0.5051	0.0824	-0.0087
4.53	-0.5038	0.0837	-0.0075
4.535	-0.5038	0.0824	-0.01
4.54	-0.5038	0.0824	-0.0087
4.545	-0.5038	0.0812	-0.0087
4.55	-0.5038	0.0812	-0.01
4.555	-0.5038	0.0824	-0.0075
4.56	-0.5025	0.0824	-0.0075
4.565	-0.5051	0.0812	-0.0087
4.57	-0.5063	0.0824	-0.0087
4.575	-0.5051	0.0824	-0.01
4.58	-0.5025	0.0812	-0.0075
4.585	-0.5038	0.0824	-0.0075
4.59	-0.5038	0.0824	-0.0075
4.595	-0.5038	0.0812	-0.01
4.6	-0.5051	0.0824	-0.0087
4.605	-0.5051	0.0824	-0.0087
4.61	-0.5051	0.0824	-0.0087
4.615	-0.5038	0.0812	-0.0087
4.62	-0.5051	0.0837	-0.0087
4.625	-0.5038	0.0824	-0.0087
4.63	-0.5051	0.0824	-0.0087
4.635	-0.5038	0.0812	-0.0087
4.64	-0.5051	0.0824	-0.0087
4.645	-0.5051	0.0812	-0.0087
4.65	-0.5038	0.0837	-0.0087
4.655	-0.5038	0.0837	-0.0087
4.66	-0.5025	0.0824	-0.01
4.665	-0.5038	0.0824	-0.0087
4.67	-0.5038	0.0837	-0.0075
4.675	-0.5038	0.0837	-0.0087
4.68	-0.5038	0.0837	-0.0087
4.685	-0.5038	0.0837	-0.01
4.69	-0.5051	0.0837	-0.0087
4.695	-0.5038	0.0812	-0.01
4.7	-0.5051	0.0824	-0.0087
4.705	-0.5025	0.0824	-0.0087
4.71	-0.5038	0.0824	-0.01
4.715	-0.5051	0.0812	-0.0075
4.72	-0.5051	0.0824	-0.0075
4.725	-0.5038	0.0824	-0.0087
4.73	-0.5051	0.0824	-0.0087
4.735	-0.5051	0.0824	-0.01
4.74	-0.5038	0.0824	-0.0087
4.745	-0.5038	0.0812	-0.0087
4.75	-0.5051	0.0837	-0.0087
4.755	-0.5051	0.0812	-0.0075
4.76	-0.5038	0.0837	-0.0087
4.765	-0.5051	0.0824	-0.0075
4.77	-0.5051	0.0812	-0.0087
4.775	-0.5038	0.0812	-0.0087
4.78	-0.5051	0.0824	-0.0087
4.785	-0.5051	0.0824	-0.01
4.79	-0.5038	0.0824	-0.0075
4.795	-0.5025	0.0799	-0.0075
4.8	-0.5051	0.0812	-0.0075
4.805	-0.5051	0.0812	-0.0087
4.81	-0.5038	0.0824	-0.01
4.815	-0.5051	0.0812	-0.01
4.82	-0.5038	0.0824	-0.0087
4.825	-0.5038	0.0824	-0.0087
4.83	-0.5025	0.0824	-0.0075
4.835	-0.5038	0.0812	-0.0075
4.84	-0.5038	0.0837	-0.0087
4.845	-0.5051	0.0812	-0.0087
4.85	-0.5038	0.0824	-0.0087
4.855	-0.5038	0.0812	-0.0087
4.86	-0.5051	0.0824	-0.0087
4.865	-0.5063	0.0824	-0.0087
4.87	-0.5025	0.0824	-0.01
4.875	-0.5038	0.0824	-0.0087
4.88	-0.5038	0.0824	-0.0075
4.885	-0.5038	0.0824	-0.01
4.89	-0.5038	0.0824	-0.01
4.895	-0.5038	0.0812	-0.0075
4.9	-0.5051	0.0824	-0.0075
4.905	-0.5038	0.0824	-0.01
4.91	-0.5038	0.0812	-0.01
4.915	-0.5038	0.0812	-0.0113
4.92	-0.5038	0.0837	-0.0087
4.925	-0.5038	0.0824	-0.0075
4.93	-0.5038	0.0837	-0.01
4.935	-0.5051	0.0812	-0.0087
4.94	-0.5038	0.0837	-0.0087
4.945	-0.5038	0.0799	-0.0087
4.95	-0.5038	0.0812	-0.01
4.955	-0.5038	0.0837	-0.0087
4.96	-0.5038	0.0824	-0.0075
4.965	-0.5038	0.0824	-0.0087
4.97	-0.5038	0.0837	-0.01
4.975	-0.5051	0.0837	-0.01
4.98	-0.5038	0.0824	-0.0075
4.985	-0.5063	0.0824	-0.0075
4.99	-0.5051	0.0837	-0.0087
4.995	-0.5038	0.0824	-0.0087
5	-0.5038	0.0824	-0.0087
5.005	-0.5063	0.0824	-0.0087
5.01	-0.5025	0.0837	-0.0075
5.015	-0.5051	0.0824	-0.01
5.02	-0.5051	0.0824	-0.0049
5.025	-0.5063	0.0837	-0.0075
5.03	-0.5051	0.0824	-0.0075
5.035	-0.5038	0.0812	-0.0075
5.04	-0.5038	0.0837	-0.0087
5.045	-0.5051	0.0824	-0.0087
5.05	-0.5038	0.0824	-0.0075
5.055	-0.5051	0.0824	-0.0087
5.06	-0.5051	0.0837	-0.0075
5.065	-0.5038	0.0812	-0.0075
5.07	-0.5038	0.0837	-0.0087
5.075	-0.5051	0.0824	-0.0075
5.08	-0.5038	0.0824	-0.0087
5.085	-0.5038	0.0824	-0.01
5.09	-0.5038	0.0837	-0.0075
5.095	-0.5025	0.0824	-0.0087
5.1	-0.5051	0.0824	-0.0087
5.105	-0.5051	0.0812	-0.0087
5.11	-0.5038	0.085	-0.0087
5.115	-0.5051	0.0824	-0.0087
5.12	-0.5051	0.0824	-0.0075
5.125	-0.5038	0.0812	-0.0087
5.13	-0.5038	0.0824	-0.0087
5.135	-0.5038	0.0799	-0.0087
5.14	-0.5038	0.0824	-0.0075
5.145	-0.5051	0.0824	-0.01
5.15	-0.5038	0.0837	-0.0087
5.155	-0.5025	0.0824	-0.0087
5.16	-0.5025	0.0824	-0.0087
5.165	-0.5051	0.0824	-0.01
5.17	-0.5038	0.0824	-0.0075
5.175	-0.5038	0.0812	-0.01
5.18	-0.5038	0.0824	-0.0087
5.185	-0.5051	0.0824	-0.01
5.19	-0.5051	0.0837	-0.0075
5.195	-0.5038	0.0812	-0.0087
5.2	-0.5051	0.0824	-0.0087
5.205	-0.5038	0.0824	-0.0075
5.21	-0.5051	0.0837	-0.0075
5.215	-0.5051	0.0824	-0.01
5.22	-0.5038	0.0824	-0.0087
5.225	-0.5051	0.0824	-0.0087
5.23	-0.5038	0.0812	-0.0075
5.235	-0.5051	0.0824	-0.0075
5.24	-0.5025	0.0824	-0.0075
5.245	-0.5038	0.0824	-0.0075
5.25	-0.5038	0.0812	-0.0075
5.255	-0.5051	0.0812	-0.0075
5.26	-0.5038	0.0824	-0.0087
5.265	-0.5051	0.0824	-0.0087
5.27	-0.5038	0.0812	-0.01
5.275	-0.5038	0.0824	-0.01
5.28	-0.5038	0.0824	-0.0075
5.285	-0.5051	0.0812	-0.0087
5.29	-0.5038	0.0824	-0.0075
5.295	-0.5051	0.0824	-0.01
5.3	-0.5038	0.0824	-0.0075
5.305	-0.5038	0.0812	-0.0087
5.31	-0.5051	0.0824	-0.0075
5.315	-0.5038	0.0824	-0.0087
5.32	-0.5038	0.0812	-0.0075
5.325	-0.5051	0.0824	-0.01
5.33	-0.5038	0.0824	-0.0062
5.335	-0.5038	0.0824	-0.0087
5.34	-0.5038	0.0824	-0.01
5.345	-0.5038	0.0824	-0.0087
5.35	-0.5038	0.0824	-0.0087
5.355	-0.5038	0.0824	-0.0087
5.36	-0.5038	0.0824	-0.0087
5.365	-0.5038	0.0824	-0.0087
5.37	-0.5038	0.0824	-0.0075
5.375	-0.5051	0.0824	-0.01
5.38	-0.5051	0.0824	-0.0075
5.385	-0.5038	0.0824	-0.0075
5.39	-0.5025	0.0824	-0.0075
5.395	-0.5025	0.0824	-0.01
5.4	-0.5038	0.0837	-0.01
5.405	-0.5051	0.0812	-0.0087
5.41	-0.5038	0.0837	-0.0087
5.415	-0.5051	0.0824	-0.01
5.42	-0.5051	0.0812	-0.0075
5.425	-0.5038	0.0824	-0.0087
5.43	-0.5051	0.0812	-0.01
5.435	-0.5038	0.0824	-0.0087
5.44	-0.5051	0.0824	-0.0075
5.445	-0.5025	0.0824	-0.0087
5.45	-0.5051	0.0824	-0.0075
5.455	-0.5051	0.0812	-0.0087
5.46	-0.5038	0.0837	-0.0087
5.465	-0.5038	0.0824	-0.0087
5.47	-0.5025	0.0824	-0.01
5.475	-0.5051	0.0812	-0.0087
5.48	-0.5038	0.0837	-0.0087
5.485	-0.5038	0.0837	-0.0087
5.49	-0.5038	0.0824	-0.0075
5.495	-0.5038	0.0812	-0.0087
5.5	-0.5051	0.0837	-0.0087
5.505	-0.5038	0.0824	-0.01
5.51	-0.5038	0.0824	-0.0087
5.515	-0.5038	0.0812	-0.0087
5.52	-0.5051	0.0824	-0.0087
5.525	-0.5025	0.0824	-0.0075
5.53	-0.5051	0.085	-0.0075
5.535	-0.5038	0.0824	-0.01
5.54	-0.5038	0.0824	-0.0075
5.545	-0.5038	0.0824	-0.0062
5.55	-0.5038	0.0812	-0.0087
5.555	-0.5025	0.0824	-0.0087
5.56	-0.5051	0.0837	-0.0087
5.565	-0.5038	0.0812	-0.0087
5.57	-0.5038	0.0837	-0.0087
5.575	-0.5038	0.0824	-0.01
5.58	-0.5051	0.0812	-0.0075
5.585	-0.5051	0.0824	-0.0087
5.59	-0.5038	0.0824	-0.0087
5.595	-0.5038	0.0824	-0.0087
5.6	-0.5038	0.0824	-0.0087
5.605	-0.5051	0.0824	-0.0062
5.61	-0.5051	0.0824	-0.0087
5.615	-0.5038	0.0824	-0.0087
5.62	-0.5038	0.0824	-0.0087
5.625	-0.5038	0.0824	-0.0087
5.63	-0.5051	0.0824	-0.0087
5.635	-0.5038	0.0824	-0.0087
5.64	-0.5063	0.0824	-0.0087
5.645	-0.5038	0.0824	-0.0087
5.65	-0.5051	0.0837	-0.01
5.655	-0.5051	0.0824	-0.01
5.66	-0.5038	0.0824	-0.0087
5.665	-0.5051	0.0824	-0.0075
5.67	-0.5051	0.0824	-0.0075
5.675	-0.5051	0.0824	-0.01
5.68	-0.5051	0.0812	-0.0087
5.685	-0.5051	0.0824	-0.0075
5.69	-0.5051	0.0824	-0.0087
5.695	-0.5025	0.0824	-0.0087
5.7	-0.5051	0.0824	-0.01
5.705	-0.5038	0.0824	-0.0087
5.71	-0.5051	0.0824	-0.0075
5.715	-0.5038	0.0824	-0.0075
5.72	-0.5038	0.0824	-0.0087
5.725	-0.5051	0.085	-0.0075
5.73	-0.5051	0.0824	-0.0087
5.735	-0.5038	0.0837	-0.0087
5.74	-0.5038	0.0824	-0.0087
5.745	-0.5051	0.0799	-0.0062
5.75	-0.5051	0.0812	-0.0062
5.755	-0.5051	0.0837	-0.0087
5.76	-0.5051	0.0824	-0.01
5.765	-0.5038	0.0824	-0.0087
5.77	-0.5038	0.0837	-0.0087
5.775	-0.5038	0.0812	-0.0087
5.78	-0.5038	0.0812	-0.01
5.785	-0.5025	0.0824	-0.0075
5.79	-0.5051	0.0812	-0.0087
5.795	-0.5038	0.0824	-0.0087
5.8	-0.5038	0.0824	-0.01
5.805	-0.5038	0.0837	-0.0075
5.81	-0.5038	0.0824	-0.0075
5.815	-0.5025	0.0812	-0.0087
5.82	-0.5051	0.0812	-0.0087
5.825	-0.5038	0.0824	-0.0075
5.83	-0.5038	0.0824	-0.01
5.835	-0.5038	0.0824	-0.0075
5.84	-0.5063	0.0824	-0.0087
5.845	-0.5038	0.0824	-0.01
5.85	-0.5038	0.0824	-0.0087
5.855	-0.5038	0.0824	-0.0087
5.86	-0.5051	0.0824	-0.0087
5.865	-0.5025	0.0824	-0.0087
5.87	-0.5051	0.0824	-0.0087
5.875	-0.5038	0.0812	-0.0087
5.88	-0.5038	0.0812	-0.0087
5.885	-0.5051	0.0824	-0.01
5.89	-0.5051	0.0837	-0.0075
5.895	-0.5038	0.0824	-0.0087
5.9	-0.5051	0.0812	-0.0087
5.905	-0.5051	0.0824	-0.0075
5.91	-0.5038	0.0824	-0.01
5.915	-0.5051	0.0837	-0.0075
5.92	-0.5051	0.0824	-0.0087
5.925	-0.5025	0.0824	-0.0075
5.93	-0.5038	0.0824	-0.0075
5.935	-0.5038	0.0824	-0.0075
5.94	-0.5038	0.0824	-0.0075
5.945	-0.5051	0.0837	-0.0087
5.95	-0.5051	0.0824	-0.0087
5.955	-0.5038	0.0824	-0.0075
5.96	-0.5038	0.0812	-0.0075
5.965	-0.5051	0.0824	-0.0075
5.97	-0.5038	0.0824	-0.0075
5.975	-0.5051	0.0837	-0.0075
5.98	-0.5025	0.0824	-0.0087
5.985	-0.5025	0.0812	-0.0075
5.99	-0.5038	0.0837	-0.0087
5.995	-0.5038	0.0812	-0.0062
6	-0.5038	0.0837	-0.01
6.005	-0.5038	0.0824	-0.0075
6.01	-0.5051	0.0824	-0.0075
6.015	-0.5051	0.0824	-0.0087
6.02	-0.5038	0.0812	-0.0087
6.025	-0.5038	0.0837	-0.0087
6.03	-0.5051	0.0824	-0.0075
6.035	-0.5051	0.0824	-0.0075
6.04	-0.5038	0.0824	-0.0087
6.045	-0.5038	0.0824	-0.0087
6.05	-0.5063	0.0824	-0.0075
6.055	-0.5051	0.0812	-0.0075
6.06	-0.5038	0.0824	-0.01
6.065	-0.5025	0.0837	-0.01
6.07	-0.5038	0.0812	-0.0087
6.075	-0.5038	0.0837	-0.0075
6.08	-0.5038	0.0824	-0.01
6.085	-0.5038	0.0824	-0.0087
6.09	-0.5051	0.0837	-0.01
6.095	-0.5038	0.0812	-0.0087
6.1	-0.5038	0.0812	-0.0075
6.105	-0.5025	0.0824	-0.0087
6.11	-0.5051	0.0824	-0.01
6.115	-0.5038	0.0824	-0.0075
6.12	-0.5038	0.0824	-0.0087
6.125	-0.5038	0.0837	-0.0087
6.13	-0.5038	0.0837	-0.0062
6.135	-0.5051	0.0812	-0.0087
6.14	-0.5038	0.0824	-0.0087
6.145	-0.5038	0.085	-0.0087
6.15	-0.5038	0.0837	-0.0087
6.155	-0.5038	0.0812	-0.01
6.16	-0.5038	0.0824	-0.0087
6.165	-0.5038	0.0812	-0.0087
6.17	-0.5038	0.0837	-0.0075
6.175	-0.5038	0.0824	-0.0087
6.18	-0.5051	0.0837	-0.0062
6.185	-0.5038	0.0824	-0.0075
6.19	-0.5025	0.0824	-0.0087
6.195	-0.5038	0.0824	-0.0087
6.2	-0.5038	0.0812	-0.0087
6.205	-0.5051	0.0824	-0.0075
6.21	-0.5025	0.0837	-0.0075
6.215	-0.5051	0.0812	-0.0075
6.22	-0.5051	0.0812	-0.0075
6.225	-0.5051	0.0812	-0.0075
6.23	-0.5038	0.0837	-0.0087
6.235	-0.5038	0.0812	-0.0087
6.24	-0.5038	0.0837	-0.01
6.245	-0.5025	0.0824	-0.0062
6.25	-0.5038	0.0837	-0.0062
6.255	-0.5051	0.0824	-0.0087
6.26	-0.5038	0.0837	-0.0087
6.265	-0.5051	0.0812	-0.0087
6.27	-0.5038	0.0812	-0.0075
6.275	-0.5038	0.0812	-0.0062
6.28	-0.5038	0.0812	-0.0075
6.285	-0.5051	0.0812	-0.0087
6.29	-0.5025	0.0824	-0.0075
6.295	-0.5051	0.0812	-0.0087
6.3	-0.5038	0.0812	-0.0087
6.305	-0.5025	0.0824	-0.0075
6.31	-0.5038	0.0837	-0.0087
6.315	-0.5051	0.0837	-0.0075
6.32	-0.5038	0.0824	-0.0087
6.325	-0.5038	0.0837	-0.01
6.33	-0.5025	0.0837	-0.0062
6.335	-0.5038	0.0824	-0.0087
6.34	-0.5038	0.0824	-0.0087
6.345	-0.5038	0.0824	-0.0087
6.35	-0.5038	0.0824	-0.0087
6.355	-0.5038	0.0812	-0.0087
6.36	-0.5038	0.0812	-0.01
6.365	-0.5038	0.0824	-0.01
6.37	-0.5038	0.0824	-0.0075
6.375	-0.5051	0.0824	-0.0087
6.38	-0.5051	0.0837	-0.0075
6.385	-0.5051	0.0812	-0.0075
6.39	-0.5038	0.0824	-0.0087
6.395	-0.5038	0.0812	-0.0087
6.4	-0.5051	0.0824	-0.0087
6.405	-0.5038	0.0824	-0.01
6.41	-0.5051	0.0837	-0.01
6.415	-0.5038	0.0824	-0.0087
6.42	-0.5051	0.0824	-0.0087
6.425	-0.5063	0.0824	-0.0087
6.43	-0.5051	0.0824	-0.0087
6.435	-0.5051	0.0824	-0.01
6.44	-0.5038	0.0812	-0.0087
6.445	-0.5038	0.0812	-0.0087
6.45	-0.5025	0.0837	-0.0075
6.455	-0.5051	0.0824	-0.01
6.46	-0.5038	0.0824	-0.0087
6.465	-0.5038	0.0824	-0.0087
6.47	-0.5051	0.0837	-0.0075
6.475	-0.5038	0.0812	-0.01
6.48	-0.5051	0.0837	-0.01
6.485	-0.5038	0.0824	-0.0087
6.49	-0.5038	0.0824	-0.0087
6.495	-0.5051	0.0824	-0.0087
6.5	-0.5038	0.0824	-0.0075
6.505	-0.5038	0.0812	-0.0087
6.51	-0.5038	0.0812	-0.0087
6.515	-0.5051	0.0824	-0.0087
6.52	-0.5025	0.0824	-0.0087
6.525	-0.5038	0.0812	-0.01
6.53	-0.5038	0.0824	-0.0087
6.535	-0.5038	0.0824	-0.01
